name,city,primary_type,rating,reviews,dropped_at,drop_reason,google_place_id
India Home Health Care Pvt Ltd,Chennai,health,4.1,76,Stage 2: Classified as Other,The business is being wound up and does not provide any clear healthcare services.,ChIJZ_pOzHJmUjoRlN_Ca-tA-E4
Indian Bureau Of Vigilance And Rehabilitation Commision,,health,5,1,Stage 2: Classified as Other,The name does not provide clear information about the type of healthcare service offered.,ChIJJ9aGs_ie-DkRTpDILuQX36o
Indian Neurorehab Physio Center,Ghaziabad,medical_clinic,5,31,Stage 2: Classified as Other,"The name suggests a focus on neurorehabilitation and physiotherapy, which fits the 'Other' category.",ChIJbbIdeDHxDDkRHyeFuBhcEjM
Indian Physiotherapy and Rehab Centre,Delhi,medical_clinic,5,30,Stage 2: Classified as Other,"The name indicates a focus on physiotherapy and rehab, which fits the 'Other' category.",ChIJC3bSvOIHDTkRNNUT0VCXVvQ
Indian Spine & Pain Care Center- Wave City Ghaziabad,Ghaziabad,medical_clinic,5,29,Stage 2: Classified as Other,"The business is a physiotherapy clinic specializing in pain management and rehabilitation, which doe",ChIJL7yoj5vzDDkRwMdApCVGwx0
Indigo Womens Center,Chennai,medical_clinic,4.9,2285,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJ9w2yShlkUjoRkQWEOTI8PIY
Indira Health Home,Hyderabad,health,3,2,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJ_____y6XyzsRcEzSXBxAn3U
Indira Nagar Metro Parking Area For Bikes,Bengaluru,health,,0,Stage 2: Classified as Other,"The business name indicates a parking area, which does not fit any healthcare category.",ChIJ1d06bAAXrjsRpi5ZmT_sA-E
Indra Nagar,Hyderabad,health,4,1,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJjW2rVQCRyzsRpaF4vKhYZiA
Infant to Gericare,Chennai,health,4.8,20,Stage 2: Classified as Other,"The name suggests a broad range of care from infants to elderly, but lacks specific information to c",ChIJk5f1D-NdUjoRNq99jWuDnfA
Infinix Service Center Delhi,Delhi,service,4.6,871,Stage 2: Classified as Other,The business name and website content do not indicate any healthcare services.,ChIJPYbmRdMDDTkR1wRufYL2Ljo
Ingole's Physiotherapy Clinic and Rehabilitation Center,Mumbai,medical_clinic,4.9,372,Stage 2: Classified as Other,The business primarily offers physiotherapy services and does not fit into the specified categories.,ChIJX8aKc2vo5zsRAQEuLH7mluw
Insure,Ahmedabad,medical_clinic,4.8,2468,Stage 2: Classified as Other,Insufficient information to classify into any specific healthcare category.,ChIJK4_tOhSFXjkRrnbisKEdcoE
Inter healthcare management service limited,Bengaluru,health,,0,Stage 2: Classified as Other,Insufficient information to classify into any specific category.,ChIJ3_wMafMUrjsRkYv5cRZbTJ4
Interim HealthCare of Salt Lake City,,health,4.9,96,Stage 2: Classified as Other,No specific information available to classify into the defined categories.,ChIJZRZtfx5gUocRjGaSrs0vtZM
IntouchCX - Bengaluru,Bengaluru,,3.8,781,Stage 2: Classified as Other,"The business focuses on customer experience and AI solutions, which do not relate to healthcare serv",ChIJl2sLP7htrjsRe8RfvIsn_5I
Invisible iTech - Anna Nagar Main Branch,Chennai,service,4.9,226,Stage 2: Classified as Other,No relevant information provided to classify into any specific healthcare category.,ChIJV4dIxBVlUjoRG-5UyIYgDMQ
Iphysio,Pune,medical_clinic,4.9,193,Stage 2: Classified as Other,"The business is a physiotherapy clinic, which falls under the 'Other' category.",ChIJM1dTFrW-wjsRoXCYrFf8S6Y
Isha Physiotherapy and Neuro Rehab Center | Maninagar,Ahmedabad,medical_clinic,5,11,Stage 2: Classified as Other,"The business name indicates a focus on physiotherapy and neuro rehab, which does not fit the specifi",ChIJmyU9QmSFXjkRDCMm6clsrLo
Ishwaree Multi-speciality Rehab,Mumbai,health,4.7,24,Stage 2: Classified as Other,"The name suggests a rehabilitation focus, but lacks specific context for post-hospital care or elder",ChIJv4grLKfH5zsRtua47kN2rZU
Issa's home,Kochi,health,5,1,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJZ-HFFQBtCDsRbgNzYfHWyLQ
Itel Service Center,Delhi,service,4.7,313,Stage 2: Classified as Other,No specific information indicates it fits into any of the defined healthcare categories.,ChIJeb7ulOYDDTkROC6EpPIEF3s
Ivar homes,Chennai,health,5,1,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJUTplxHhnUjoRq4clNAuaXjE
IvyBrook Assisted Living,,service,4.6,68,Stage 2: Classified as Other,The business provides assisted living services specifically designed for elderly residents.,ChIJu6ezlIyLUocROO0zVIadrVc
J Dawar Properties,Faridabad,health,5,9,Stage 2: Classified as Other,The business name does not indicate any healthcare-related services.,ChIJmWaKcPrdDDkRYOcge0ET4K8
J9/1 BPTP PARKLAND SEC 84,Faridabad,health,,0,Stage 2: Classified as Other,Insufficient information to classify into any specific healthcare category.,ChIJX9KnXIfdDDkR3vaVJ1QoNmM
JAK Rehab Clinic,Bengaluru,medical_clinic,,0,Stage 2: Classified as Other,"The name suggests a focus on rehabilitation, likely physiotherapy, which fits the 'Other' category.",ChIJd1OKy3xtrjsR5f9M0NMWUvw
JEEVANDHARA AMBULANCES,Hyderabad,service,5,2,Stage 2: Classified as Other,"The business name suggests ambulance services, which do not fit any of the specified healthcare cate",ChIJgQJo4IOTyzsRmQeJp3VKhl4
JIVA Rehabilitation - Best Physiotherapy Centre,Hyderabad,health,4.7,141,Stage 2: Classified as Other,"The business is a physiotherapy centre, which falls under the 'Other' category.",ChIJCaYnxZuVyzsREVpjDnjvyuk
JJ CARE SERVICES,Hyderabad,health,5,15,Stage 2: Classified as Other,Insufficient information to classify into specific categories.,ChIJsRgB1XWZyzsRSTM7cAIm2VQ
JK Physio & Rehab Clinics (Mugappair branch),Chennai,medical_clinic,5,5,Stage 2: Classified as Other,"The business is a physiotherapy clinic focused on rehabilitation services, which does not fit the sp",ChIJpdvjIwBhUjoRMeiPoz_LUmg
JMC Hospitals,Delhi,health,4.6,142,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJz4Kg62P9DDkREmpqqswXy2U
JMJ MANPOWER SERVICES,Chennai,health,2.4,5,Stage 2: Classified as Other,"The name suggests a manpower service, which does not fit any of the specified healthcare categories.",ChIJnTMcev9lUjoRAYS05q2YeNM
JMK Residency Homely PG for Girls & Boys,Delhi,health,5,41,Stage 2: Classified as Other,The business provides paying guest accommodation and does not fit into any of the specified healthca,ChIJ8b6OrU79DDkRa6blZL-HW5w
JOHN PHYSIOTHERAPY AND REHABILITAION CENTER,Hyderabad,health,5,38,Stage 2: Classified as Other,"The business name indicates a focus on physiotherapy and rehabilitation, which fits the 'Other' cate",ChIJEyL5CYeZyzsRHe3_Mv9zGqU
JOTHY ENTERPRISES,,,4.8,24,Stage 2: Classified as Other,Insufficient information to classify into any specific category.,ChIJOQjSGof1UjoRqpRtyu2Y_F0
JP DATALAB - #1 Data Recovery Service in Delhi,Delhi,service,4.5,122,Stage 2: Classified as Other,"The business name indicates a data recovery service, which does not fit any healthcare category.",ChIJw9R7cCMCDTkRcR4kV6ZE2Ys
JP Rehabilitation centre,Chennai,health,5,11,Stage 2: Classified as Other,The name suggests rehabilitation but lacks specific details to classify it under the other categorie,ChIJ7_5ovsdhUjoRPAahS0_0MyI
JP Speech and Hearing Clinic ( Rehab Care for Child & Adults),Hyderabad,health,4.9,8,Stage 2: Classified as Other,"The business focuses on speech and hearing rehabilitation, which does not fit the specified categori",ChIJz-WPKz-XyzsR1FdEEd7_MG0
JR Stroke Physiotherapy Centre,Delhi,medical_clinic,4.9,45,Stage 2: Classified as Other,"The name indicates a focus on physiotherapy, which does not fit the specified categories.",ChIJdSw_-t79DDkRrdLU8gklTsU
JSS Group - Security Guard Agency in Hyderabad | Housekeeping & Facility Management Services,Hyderabad,service,4.1,47,Stage 2: Classified as Other,"The business primarily offers security and facility management services, which do not fit into any o",ChIJP3JJ81-RyzsRjYu5mhV0duQ
JT Healthcare,Kolkata,health,,0,Stage 2: Classified as Other,Insufficient information to classify into any specific category.,ChIJVd1SMkh3AjoR9xkNeg8Q5mo
JUPITER INTERNATIONAL,Chennai,health,4.6,63,Stage 2: Classified as Other,"The business focuses on healthcare recruitment and job placement, not providing direct healthcare se",ChIJZy8Ed2RnUjoRlt2RRgOTvJ0
JV MANSION.,Faridabad,health,,0,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJLaxBYVXdDDkRcvZmRInL25c
JV Patients Care Service,Chennai,service,4.9,17,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJv-8as4ZmUjoRpEFKg8IRg88
Jackulin Rehabilitation Center,Chennai,health,5,13,Stage 2: Classified as Other,"The business focuses on child development and therapeutic services, which does not fit any of the sp",ChIJ8ZRbrHhfUjoRzIRPbC72o9s
Jagatpur Prochesta Foundation & Rehabilitation Centre,Kolkata,health,5,5,Stage 2: Classified as Other,The name suggests rehabilitation but lacks specific details to classify it under the other categorie,ChIJ4QXo7mx1AjoR6r51V_Es5P0
Jagruti Prakalp,Mumbai,health,4.8,18,Stage 2: Classified as Other,Insufficient information to classify into any specific category.,ChIJddG21S3p5zsR2F9L6By-Fw8
Jahar Healthcare Services,Kolkata,medical_center,5,2,Stage 2: Classified as Other,Insufficient information to classify into specific categories.,ChIJb4bOuQYLAjoRQSa6Vq_fGpc
"Jain's Physiotherapy & Rehabilitationn Clinic || Best Physiotherapy Center In Pandav Nagar, IP Extention",Delhi,medical_clinic,5,15,Stage 2: Classified as Other,"The business is a physiotherapy and rehabilitation clinic, which falls under the 'Other' category.",ChIJYfhhHSflDDkR9jRfIJ1PI4A
Jaipur House,Delhi,health,,0,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJCXWFTwAHDTkRKcA9PKJmbZk
Jaipur Neuro Rehab Center,Jaipur,health,5,89,Stage 2: Classified as Other,"The name suggests a focus on neuro rehabilitation, but lacks specific details to classify it under P",ChIJuWoECwC3bTkR9oQ57sV8ehk
"Jaipur Rehab Physiotherapist in Mansarovar, Jaipur",Jaipur,medical_clinic,4.9,75,Stage 2: Classified as Other,"The business name indicates a focus on physiotherapy, which falls under 'Other'.",ChIJK4BYka61bTkRylumHBfZSw4
Jaipur health care & Service,Jaipur,health,3.9,11,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJMWy-JbO1bTkR76DPszcsOLE
Jaipur pain clinic & rehabilitation center,Jaipur,health,5,29,Stage 2: Classified as Other,"The name suggests a focus on pain management and rehabilitation, which aligns with physiotherapy ser",ChIJm_UC75i3bTkRWl8bVg8F6Rc
Jakesh Shah Home,Ahmedabad,health,,0,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJD0b7zAKFXjkRhXVgtQlWhgQ
Jalskids place,,health,3,1,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJGUS5ydvzDzkRSH4BChBrUws
James Unc,Bengaluru,health,,0,Stage 2: Classified as Other,Insufficient information to classify into any specific category.,ChIJsQ8yaQAVrjsRmiCR5sC_uPc
Janaki Dham,Delhi,health,4.8,30,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJCxe7iXIbDTkRJQiuMgHcnJA
Janata,Pune,medical_clinic,4.9,18,Stage 2: Classified as Other,Insufficient information to classify into any specific category.,ChIJ60anG0PAwjsREAnUsI__3Jo
Janta Soap Center,Mumbai,health,5,1,Stage 2: Classified as Other,The name does not indicate any healthcare-related services.,ChIJK54XzPfJ5zsRT3j7Sl_1-gQ
Jas om,Bengaluru,health,,0,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJA68HpYYVrjsRm-VfgmQnNhI
Jatnacare,Bengaluru,health,5,1,Stage 2: Classified as Other,Insufficient information to classify into any specific category.,ChIJZ67Tv_IXrjsRmTa-kq1ebQ4
Jay Jinendra Health Care,Ahmedabad,health,5,50,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJKxCm8d2FXjkR0YhWV94WKo4
Jay malhar nurses bureau. 24hourelderlycare.Home nursing services,Pune,health,4.8,29,Stage 2: Classified as Other,"The business provides nursing care and patient caretaker services at the patient's home, focusing on",ChIJD0RkWZLrwjsRmmqOW0ZIlnc
Jaya Surya rehabilitation center,Bengaluru,health,4.7,203,Stage 2: Classified as Other,The name suggests rehabilitation but lacks specific details to classify it under the other categorie,ChIJlRtm860_rjsR763iBpyYYLc
Jayadevi Home Care Services | Best Nursing Services in Chennai | Best Elder Care & Patient Care Services in Chennai,Chennai,health,5,18,Stage 2: Classified as Other,The business name suggests a mix of nursing and elder care services without clear dominance.,ChIJbXIwWgBnUjoROhQmL2DAWZM
Jayalakshmihomecares,Chennai,health,,0,Stage 2: Classified as Other,No specific information available to classify into the defined categories.,ChIJ81nJdD1jUjoR08CLPXPe_R0
Jayant Sura,Jaipur,health,,0,Stage 2: Classified as Other,Insufficient information to classify into any specific category.,ChIJHQ_nHQCzbTkRtYRedaWblAw
Jayocare Health nd Rehabilitation Center,Ghaziabad,medical_center,5,15,Stage 2: Classified as Other,The name suggests rehabilitation but lacks specific details to classify it under the other categorie,ChIJPRFqVBnxDDkR83BxOjLQBDQ
Jeena Sikho HiiMS Faizabad,,health,4.8,85,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJFbGOmnIrXDkRWyWaDKI_grY
Jeevan Deep Health Care,,health,4,5,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJyfANBgV_AjoRTV6P_5dpG7E
Jeevan Jyot Patient Care Service,Mumbai,,5,9,Stage 2: Classified as Other,Insufficient information to determine a specific category; likely a general patient care service.,ChIJZdJ6do7p5zsRaRCzEm532vg
Jeevan Sandhya Smruti,Ahmedabad,health,5,4,Stage 2: Classified as Other,Insufficient information to determine a specific category.,ChIJS7g4yoWDXjkRUWDQ9jvN8kw
Jeevan deep foundation rehabilitation center,Bengaluru,health,4.3,21,Stage 2: Classified as Other,"The business focuses on home health care and sample collection services, which does not fit the spec",ChIJ7a7caiMTrjsR0XY0rkNCioQ
Jeevni Care,Delhi,health,4.9,66,Stage 2: Classified as Other,"The business primarily offers facility management and cleaning services, with limited focus on healt",ChIJQ5JrFyuatCsRXCzP9k3pIdQ
Jerro Advance Rehab Centre | The Q Physios |,Kolkata,medical_clinic,5,5,Stage 2: Classified as Other,"The name suggests a focus on rehabilitation, likely physiotherapy, which fits the 'Other' category.",ChIJW5CBF5B3AjoRgZmzcZFvkFg
Jeyam Physiotherapy & Rehabilitation Centre,Chennai,medical_clinic,5,143,Stage 2: Classified as Other,"The business name indicates a focus on physiotherapy and rehabilitation, which fits the 'Other' cate",ChIJQ4Lfhg31UjoRFJa08PKjBkM
Jigyansh Relief 80 Therapy,,health,4.7,6,Stage 2: Classified as Other,"The name suggests a focus on therapy, but without additional information, it does not clearly fit an",ChIJu2J9-oC5wjsRKDYwerQ9Kyk
Joint Care Arthroscopy Center,Ahmedabad,medical_clinic,4.8,107,Stage 2: Classified as Other,"The business focuses on arthroscopic surgeries and sports-related injuries, which does not fit the s",ChIJASmoXeOEXjkRBxcNPb6PYhs
